ID	Carat Weight	Cut	Color	Clarity	Polish	Symmetry	Report	Price
3206	 1.09 	Ideal	H	VS2	EX	EX	GIA	6419.00
3207	 1.21 	Ideal	D	VS1	VG	VG	GIA	11019.00
3208	 0.78 	Very Good	D	SI1	VG	EX	GIA	2945.00
3209	 1.32 	Ideal	G	VVS2	VG	VG	GIA	11419.00
3210	 1.21 	Ideal	F	VS1	EX	VG	GIA	8629.00
3211	 2.00 	Very Good	E	VVS2	EX	EX	GIA	35038.00
3212	 0.90 	Good	E	SI1	G	VG	GIA	4190.00
3213	 2.91 	Good	I	SI1	VG	VG	GIA	27277.00
3214	 0.92 	Ideal	F	VVS2	EX	EX	GIA	8058.00
3215	 1.01 	Very Good	D	VS2	VG	G	GIA	6845.00
3216	 1.22 	Ideal	F	VS2	EX	EX	GIA	9203.00
3217	 0.90 	Very Good	F	VS2	VG	VG	GIA	4334.00
3218	 0.90 	Very Good	H	IF	VG	VG	GIA	5434.00
3219	 1.01 	Very Good	G	VS1	EX	EX	GIA	6632.00
3220	 1.06 	Very Good	F	IF	EX	VG	GIA	9433.00
3221	 0.79 	Very Good	D	VS2	VG	VG	GIA	4003.00
3222	 0.76 	Good	F	VS1	G	G	AGSL	3057.00
3223	 1.17 	Ideal	G	IF	ID	ID	AGSL	10431.00
3224	 1.55 	Ideal	G	VS2	VG	EX	GIA	12526.00
3225	 0.81 	Signature-Ideal	H	SI1	EX	EX	GIA	3514.00
3226	 1.44 	Very Good	G	VS1	VG	VG	GIA	12117.00
3227	 1.35 	Very Good	F	VVS2	EX	VG	GIA	13053.00
3228	 1.51 	Very Good	G	VS1	EX	VG	GIA	13624.00
3229	 1.05 	Ideal	G	SI1	EX	EX	GIA	5361.00
3230	 1.01 	Very Good	G	VS2	VG	VG	GIA	6288.00
3231	 2.08 	Ideal	H	SI1	EX	EX	GIA	17637.00
3232	 1.15 	Ideal	H	VS2	EX	EX	GIA	6552.00
3233	 0.90 	Very Good	I	VVS1	VG	VG	GIA	4078.00
3234	 0.90 	Very Good	E	VVS2	EX	EX	GIA	6892.00
3235	 1.57 	Ideal	I	VVS2	VG	VG	GIA	12396.00
3236	 0.92 	Ideal	H	VS2	EX	EX	GIA	4568.00
3237	 1.09 	Very Good	G	VS1	EX	EX	GIA	7281.00
3238	 1.06 	Very Good	D	SI1	EX	VG	GIA	6230.00
3239	 1.12 	Ideal	G	VS1	EX	EX	GIA	8080.00
3240	 1.07 	Signature-Ideal	I	VS2	ID	ID	AGSL	5800.00
3241	 1.06 	Good	D	VS2	VG	G	GIA	6893.00
3242	 0.82 	Ideal	D	SI1	EX	EX	GIA	4135.00
3243	 1.50 	Good	F	VVS1	EX	G	GIA	15665.00
3244	 2.01 	Very Good	G	VS1	G	EX	GIA	26043.00
3245	 1.57 	Very Good	I	VS2	VG	G	GIA	9809.00
3246	 1.01 	Very Good	E	VS2	VG	EX	GIA	6714.00
3247	 2.31 	Ideal	H	VVS1	ID	ID	AGSL	28792.00
3248	 2.16 	Ideal	F	VVS2	EX	VG	GIA	38366.00
3249	 1.08 	Signature-Ideal	E	VS1	ID	ID	AGSL	10292.00
3250	 2.63 	Good	H	VS2	VG	EX	GIA	30387.00
3251	 2.01 	Very Good	H	SI1	VG	VG	GIA	16901.00
3252	 1.02 	Very Good	I	SI1	G	VG	GIA	4150.00
3253	 2.04 	Very Good	I	VS1	EX	VG	AGSL	19629.00
3254	 0.91 	Fair	G	SI1	VG	VG	GIA	3581.00
3255	 2.03 	Ideal	G	VS1	VG	VG	GIA	25313.00
3256	 0.80 	Ideal	F	VS2	EX	VG	GIA	3653.00
3257	 2.59 	Very Good	E	SI1	EX	EX	GIA	25158.00
3258	 0.90 	Very Good	E	SI1	VG	EX	GIA	4034.00
3259	 1.53 	Ideal	H	IF	EX	VG	GIA	13386.00
3260	 1.01 	Very Good	I	VS1	EX	EX	GIA	5165.00
3261	 1.58 	Ideal	F	VS1	EX	EX	GIA	18965.00
3262	 2.17 	Ideal	I	VS2	VG	VG	GIA	17984.00
3263	 1.50 	Good	H	VS2	EX	G	GIA	9620.00
3264	 1.50 	Very Good	G	VVS2	EX	VG	GIA	15013.00
3265	 2.01 	Ideal	I	VS2	EX	VG	GIA	16766.00
3266	 1.01 	Good	E	VS2	VG	VG	GIA	5972.00
3267	 0.91 	Very Good	H	VS2	VG	EX	GIA	3924.00
3268	 1.08 	Signature-Ideal	G	VS1	ID	ID	AGSL	8529.00
3269	 0.76 	Ideal	G	VVS2	EX	EX	GIA	3927.00
3270	 1.12 	Ideal	H	SI1	EX	EX	GIA	5818.00
3271	 2.15 	Ideal	I	VS2	EX	EX	GIA	19592.00
3272	 2.02 	Very Good	E	VS1	VG	G	GIA	33787.00
3273	 1.22 	Ideal	G	VVS2	VG	EX	GIA	9239.00
3274	 1.25 	Very Good	G	VVS1	EX	EX	GIA	11589.00
3275	 1.08 	Very Good	D	VS1	VG	VG	GIA	9168.00
3276	 1.22 	Ideal	G	VS1	ID	ID	AGSL	8830.00
3277	 0.90 	Good	F	SI1	EX	VG	GIA	3788.00
3278	 0.81 	Signature-Ideal	D	SI1	ID	ID	AGSL	4387.00
3279	 1.00 	Very Good	D	SI1	VG	VG	GIA	5671.00
3280	 1.02 	Very Good	F	VS2	VG	VG	GIA	6166.00
3281	 1.00 	Fair	F	SI1	VG	VG	GIA	4925.00
3282	 2.05 	Ideal	H	VS1	ID	ID	AGSL	22892.00
3283	 1.01 	Ideal	F	VS2	ID	ID	AGSL	7121.00
3284	 0.90 	Very Good	H	SI1	VG	EX	GIA	3533.00
3285	 1.01 	Ideal	F	VVS2	EX	EX	GIA	9463.00
3286	 1.52 	Ideal	I	SI1	EX	EX	GIA	9358.00
3287	 0.91 	Ideal	H	VS2	VG	VG	GIA	4666.00
3288	 1.01 	Good	G	SI1	EX	VG	GIA	5073.00
3289	 2.04 	Ideal	H	VS1	EX	EX	GIA	23045.00
3290	 1.57 	Very Good	H	VVS2	VG	EX	GIA	13516.00
3291	 1.01 	Signature-Ideal	E	VVS2	ID	ID	AGSL	11400.00
3292	 1.03 	Good	I	SI1	EX	VG	GIA	4413.00
3293	 1.51 	Ideal	G	VS2	VG	EX	GIA	12846.00
3294	 1.03 	Ideal	H	SI1	VG	VG	GIA	5418.00
3295	 2.48 	Very Good	H	SI1	EX	EX	AGSL	23762.00
3296	 1.50 	Good	I	SI1	EX	VG	GIA	8161.00
3297	 1.04 	Good	H	SI1	VG	G	GIA	4741.00
3298	 1.50 	Ideal	H	VS1	ID	ID	AGSL	11557.00
3299	 1.20 	Very Good	G	VS2	VG	G	GIA	7737.00
3300	 1.00 	Fair	D	SI1	VG	G	GIA	5405.00
3301	 1.00 	Very Good	I	SI1	G	VG	GIA	4149.00
3302	 1.50 	Ideal	D	IF	VG	EX	GIA	33691.00
3303	 1.52 	Very Good	D	VS2	G	VG	GIA	13799.00
3304	 1.11 	Very Good	G	VS2	G	VG	GIA	6771.00
3305	 0.91 	Very Good	G	VVS2	G	VG	GIA	4913.00
3306	 1.01 	Fair	D	SI1	VG	VG	GIA	5383.00
3307	 1.12 	Fair	G	VS1	VG	G	GIA	5487.00
3308	 1.53 	Good	F	SI1	VG	VG	GIA	11207.00
3309	 0.76 	Signature-Ideal	H	SI1	ID	ID	AGSL	3050.00
3310	 1.23 	Ideal	G	VVS2	EX	EX	GIA	10317.00
3311	 1.00 	Ideal	E	SI1	G	G	AGSL	5622.00
3312	 0.79 	Very Good	F	SI1	VG	EX	GIA	2878.00
3313	 2.02 	Very Good	H	VS2	EX	EX	GIA	21770.00
3314	 1.01 	Ideal	F	SI1	EX	VG	GIA	5184.00
3315	 1.06 	Ideal	G	VS1	EX	EX	GIA	7594.00
3316	 1.56 	Very Good	H	VVS2	EX	EX	GIA	12098.00
3317	 0.90 	Very Good	G	VS2	VG	G	GIA	4369.00
3318	 2.01 	Good	F	SI1	VG	G	GIA	20524.00
3319	 0.93 	Fair	H	VVS2	G	G	GIA	4179.00
3320	 0.80 	Signature-Ideal	G	VVS2	ID	ID	AGSL	4740.00
3321	 1.42 	Ideal	F	VVS1	EX	VG	GIA	18682.00
3322	 0.75 	Very Good	F	VS1	VG	VG	GIA	3268.00
3323	 1.01 	Ideal	I	SI1	EX	VG	GIA	4641.00
3324	 1.08 	Ideal	F	VVS2	ID	ID	AGSL	10046.00
3325	 1.02 	Very Good	F	VS1	G	VG	GIA	7740.00
3326	 2.02 	Very Good	I	VS2	VG	G	GIA	15759.00
3327	 0.90 	Good	F	SI1	G	G	GIA	3788.00
3328	 1.01 	Very Good	E	SI1	VG	VG	GIA	5357.00
3329	 1.05 	Very Good	E	SI1	EX	EX	GIA	5770.00
3330	 1.21 	Very Good	G	VS2	VG	VG	GIA	7568.00
3331	 1.51 	Signature-Ideal	G	IF	ID	ID	AGSL	18806.00
3332	 1.63 	Ideal	H	VVS2	EX	VG	GIA	14541.00
3333	 1.11 	Signature-Ideal	E	VS2	ID	ID	AGSL	9625.00
3334	 0.92 	Very Good	H	VS1	G	G	GIA	4270.00
3335	 0.97 	Ideal	D	SI1	VG	G	GIA	5028.00
3336	 0.80 	Ideal	F	VS1	VG	VG	GIA	3994.00
3337	 1.24 	Ideal	H	SI1	EX	EX	GIA	6717.00
3338	 1.70 	Ideal	H	VS1	EX	EX	GIA	16240.00
3339	 1.53 	Very Good	H	VS2	EX	VG	GIA	11722.00
3340	 1.27 	Ideal	F	VVS2	VG	EX	GIA	11977.00
3341	 2.01 	Very Good	I	VS2	EX	EX	GIA	16304.00
3342	 1.01 	Very Good	F	SI1	G	G	GIA	4890.00
3343	 2.20 	Ideal	H	VVS1	EX	EX	GIA	28195.00
3344	 2.03 	Very Good	I	SI1	EX	EX	GIA	16392.00
3345	 2.08 	Ideal	G	VS2	EX	EX	GIA	27914.00
3346	 2.21 	Ideal	H	VS1	VG	VG	GIA	24417.00
3347	 2.19 	Very Good	E	IF	VG	VG	GIA	52250.00
3348	 1.18 	Very Good	H	SI1	G	EX	GIA	5674.00
3349	 1.53 	Very Good	H	VS2	VG	VG	GIA	12133.00
3350	 0.90 	Good	D	SI1	VG	G	GIA	4227.00
3351	 1.27 	Very Good	H	VS2	VG	VG	GIA	7589.00
3352	 0.90 	Very Good	E	SI1	VG	G	GIA	4144.00
3353	 2.01 	Good	E	SI1	EX	G	GIA	20157.00
3354	 0.77 	Good	F	VS2	VG	VG	AGSL	2911.00
3355	 1.39 	Ideal	H	VVS2	ID	ID	AGSL	9850.00
3356	 1.01 	Good	H	SI1	VG	VG	GIA	4846.00
3357	 1.31 	Good	I	VS2	VG	VG	GIA	7236.00
3358	 1.01 	Ideal	E	SI1	EX	EX	GIA	5534.00
3359	 1.08 	Very Good	E	VS1	G	VG	GIA	7168.00
3360	 1.16 	Very Good	G	SI1	EX	G	GIA	6292.00
3361	 1.02 	Signature-Ideal	D	VS2	ID	ID	AGSL	9502.00
3362	 1.62 	Very Good	H	SI1	VG	VG	GIA	10521.00
3363	 1.14 	Ideal	G	SI1	EX	VG	GIA	5809.00
3364	 1.14 	Ideal	G	VS2	EX	VG	GIA	7371.00
3365	 2.30 	Very Good	H	VVS2	EX	VG	GIA	28706.00
3366	 1.41 	Very Good	G	VVS1	EX	VG	GIA	14936.00
3367	 0.80 	Ideal	E	SI1	EX	EX	GIA	4053.00
3368	 1.01 	Good	F	VS2	G	G	GIA	6158.00
3369	 2.08 	Ideal	G	VS1	EX	EX	GIA	28655.00
3370	 0.82 	Ideal	G	VVS2	VG	EX	GIA	4130.00
3371	 1.25 	Very Good	G	VS2	EX	EX	GIA	8941.00
3372	 1.09 	Ideal	I	VVS2	ID	ID	AGSL	6152.00
3373	 1.05 	Very Good	H	SI1	G	G	GIA	5072.00
3374	 0.91 	Ideal	G	SI1	ID	ID	AGSL	4453.00
3375	 0.91 	Very Good	E	SI1	VG	EX	GIA	4310.00
3376	 2.02 	Very Good	F	SI1	G	EX	GIA	17530.00
3377	 1.26 	Ideal	F	VS2	EX	EX	GIA	10007.00
3378	 1.55 	Ideal	I	VS1	EX	VG	GIA	10384.00
3379	 0.80 	Ideal	E	VS2	EX	EX	GIA	4126.00
3380	 2.01 	Good	H	VS1	VG	G	GIA	21204.00
3381	 1.02 	Ideal	I	VVS2	ID	ID	AGSL	5767.00
3382	 1.01 	Good	F	VS1	G	VG	GIA	6825.00
3383	 2.07 	Ideal	H	VS2	VG	EX	GIA	20427.00
3384	 2.09 	Very Good	I	VS1	EX	EX	GIA	18215.00
3385	 1.02 	Ideal	G	VVS2	VG	VG	GIA	8107.00
3386	 1.00 	Good	E	VS2	VG	VG	GIA	6073.00
3387	 0.87 	Very Good	H	SI1	EX	VG	GIA	3180.00
3388	 1.01 	Very Good	E	VVS2	VG	VG	GIA	8992.00
3389	 0.80 	Ideal	D	VS1	VG	EX	GIA	4670.00
3390	 0.90 	Very Good	E	SI1	EX	VG	GIA	4090.00
3391	 1.04 	Ideal	D	VS2	VG	G	GIA	7220.00
3392	 1.01 	Ideal	E	VVS2	EX	EX	GIA	9780.00
3393	 2.00 	Good	H	VS2	VG	VG	GIA	19002.00
3394	 0.94 	Ideal	I	VVS2	VG	VG	GIA	4390.00
3395	 1.08 	Very Good	E	VVS2	VG	VG	GIA	9607.00
3396	 2.01 	Very Good	G	VS1	EX	VG	GIA	26451.00
3397	 1.51 	Very Good	F	SI1	VG	G	GIA	11190.00
3398	 0.90 	Very Good	H	VS1	VG	VG	GIA	4324.00
3399	 2.42 	Ideal	H	VS2	ID	ID	AGSL	27433.00
3400	 1.34 	Very Good	H	SI1	G	VG	GIA	7655.00
3401	 1.80 	Signature-Ideal	I	VVS2	ID	ID	AGSL	16230.00
3402	 1.00 	Ideal	H	VS2	VG	EX	GIA	5820.00
3403	 1.07 	Very Good	H	SI1	VG	VG	AGSL	5186.00
3404	 1.41 	Very Good	D	IF	VG	VG	GIA	25486.00
3405	 2.15 	Very Good	F	VS1	VG	VG	GIA	31405.00
3406	 0.90 	Good	G	SI1	VG	VG	GIA	3798.00
3407	 2.04 	Ideal	F	VS2	EX	EX	GIA	30466.00
3408	 1.04 	Signature-Ideal	G	VVS2	ID	ID	AGSL	9627.00
3409	 2.17 	Good	I	SI1	EX	VG	AGSL	16255.00
3410	 1.03 	Very Good	F	SI1	VG	VG	GIA	5266.00
3411	 0.93 	Ideal	D	SI1	VG	VG	GIA	4724.00
3412	 1.30 	Very Good	H	SI1	VG	VG	GIA	6758.00
3413	 1.55 	Ideal	E	VVS2	EX	EX	GIA	18828.00
3414	 1.08 	Ideal	G	VS1	EX	EX	GIA	7635.00
3415	 2.01 	Ideal	H	VS1	EX	EX	GIA	25894.00
3416	 2.01 	Ideal	F	VS1	EX	EX	GIA	31958.00
3417	 0.84 	Fair	F	VS2	VG	G	AGSL	3172.00
3418	 0.90 	Very Good	H	VS2	EX	VG	GIA	4173.00
3419	 1.33 	Ideal	G	VS2	VG	VG	GIA	9739.00
3420	 1.58 	Ideal	G	SI1	EX	EX	GIA	11927.00
3421	 2.26 	Very Good	H	IF	VG	VG	GIA	34297.00
3422	 1.11 	Very Good	H	SI1	EX	EX	GIA	5503.00
3423	 2.31 	Ideal	I	VS2	EX	EX	GIA	20570.00
3424	 0.91 	Very Good	D	SI1	G	EX	GIA	4466.00
3425	 1.25 	Ideal	G	VS1	ID	ID	AGSL	9418.00
3426	 1.10 	Very Good	G	VVS1	EX	EX	GIA	9257.00
3427	 1.08 	Ideal	I	VS2	ID	ID	AGSL	5294.00
3428	 0.90 	Very Good	G	VS2	VG	EX	GIA	4296.00
3429	 1.01 	Ideal	F	VVS1	VG	VG	GIA	10185.00
3430	 1.01 	Very Good	D	VS2	EX	EX	GIA	7487.00
3431	 2.25 	Ideal	G	VS1	EX	EX	GIA	29299.00
3432	 0.90 	Very Good	D	SI1	EX	G	GIA	4289.00
3433	 2.01 	Ideal	E	VS1	EX	EX	GIA	34586.00
3434	 2.01 	Very Good	I	VS2	EX	VG	GIA	15716.00
3435	 0.90 	Very Good	F	VS2	VG	EX	GIA	4268.00
3436	 2.02 	Very Good	H	SI1	EX	EX	GIA	18662.00
3437	 1.26 	Very Good	D	VS1	EX	G	GIA	11277.00
3438	 0.90 	Very Good	E	VS2	EX	EX	GIA	5887.00
3439	 1.58 	Ideal	F	SI1	ID	ID	AGSL	12991.00
3440	 1.40 	Very Good	G	VS1	VG	EX	GIA	11487.00
3441	 2.00 	Ideal	D	VVS1	ID	ID	AGSL	51708.00
3442	 1.51 	Ideal	F	SI1	EX	EX	GIA	11950.00
3443	 1.02 	Good	E	SI1	VG	G	GIA	5565.00
3444	 0.80 	Ideal	I	SI1	EX	EX	GIA	2927.00
3445	 1.52 	Ideal	I	VS2	EX	VG	GIA	9352.00
3446	 0.92 	Very Good	G	SI1	EX	VG	GIA	3724.00
3447	 0.76 	Ideal	D	SI1	VG	EX	GIA	3007.00
3448	 2.01 	Very Good	G	VS2	VG	EX	GIA	28639.00
3449	 1.40 	Very Good	I	SI1	G	VG	GIA	7644.00
3450	 1.21 	Very Good	H	VS2	VG	VG	GIA	6887.00
3451	 0.90 	Very Good	H	VS2	VG	VG	GIA	4255.00
3452	 2.11 	Ideal	H	VS1	EX	EX	GIA	25309.00
3453	 1.00 	Very Good	G	VS2	VG	VG	GIA	5747.00
3454	 0.76 	Ideal	H	VVS2	ID	ID	AGSL	3183.00
3455	 1.23 	Ideal	I	VS2	VG	VG	GIA	6335.00
3456	 1.52 	Ideal	G	SI1	EX	EX	GIA	11510.00
3457	 0.91 	Fair	F	VS2	VG	VG	GIA	4474.00
3458	 0.90 	Very Good	I	VS2	VG	VG	GIA	3627.00
3459	 1.53 	Ideal	F	SI1	ID	ID	AGSL	12616.00
3460	 0.85 	Ideal	G	VS1	EX	EX	GIA	4373.00
3461	 1.02 	Ideal	H	VVS2	ID	ID	AGSL	6613.00
3462	 1.22 	Ideal	G	VS1	VG	VG	GIA	9793.00
3463	 1.40 	Very Good	G	IF	EX	G	GIA	14252.00
3464	 2.00 	Good	G	SI1	VG	G	GIA	20733.00
3465	 2.04 	Very Good	F	VVS1	EX	EX	GIA	42587.00
3466	 2.02 	Ideal	G	VS1	EX	EX	GIA	27503.00
3467	 1.00 	Good	F	VS2	VG	VG	GIA	6159.00
3468	 1.01 	Fair	F	SI1	EX	G	GIA	5008.00
3469	 0.90 	Ideal	H	SI1	EX	EX	GIA	4492.00
3470	 2.52 	Very Good	H	SI1	EX	EX	GIA	25779.00
3471	 0.90 	Very Good	H	VS2	VG	VG	GIA	4096.00
3472	 2.02 	Ideal	G	SI1	EX	EX	GIA	20456.00
3473	 1.01 	Good	H	SI1	EX	G	GIA	4611.00
3474	 1.20 	Very Good	F	VS1	VG	G	GIA	9248.00
3475	 1.55 	Ideal	I	VS2	VG	VG	GIA	9805.00
3476	 1.21 	Very Good	H	SI1	G	G	GIA	6194.00
3477	 0.90 	Good	G	SI1	VG	VG	GIA	3231.00
3478	 1.16 	Ideal	D	VVS2	EX	VG	GIA	12450.00
3479	 1.50 	Very Good	D	VS2	VG	VG	GIA	13629.00
3480	 1.52 	Ideal	D	IF	EX	VG	GIA	24715.00
3481	 0.79 	Very Good	F	SI1	VG	VG	GIA	3073.00
3482	 1.00 	Very Good	G	VS1	VG	VG	GIA	6642.00
3483	 0.81 	Ideal	E	SI1	EX	EX	GIA	3109.00
3484	 0.91 	Very Good	F	SI1	VG	G	GIA	3885.00
3485	 0.82 	Ideal	I	VS1	ID	ID	AGSL	3113.00
3486	 1.04 	Ideal	G	VS2	VG	VG	GIA	6560.00
3487	 1.40 	Very Good	G	VS1	EX	VG	GIA	11584.00
3488	 1.07 	Ideal	H	SI1	EX	VG	GIA	5281.00
3489	 1.08 	Ideal	I	SI1	EX	EX	GIA	5201.00
3490	 1.34 	Ideal	H	VVS1	EX	EX	GIA	10255.00
3491	 2.01 	Very Good	D	SI1	VG	EX	GIA	21440.00
3492	 1.09 	Ideal	G	VVS1	ID	ID	AGSL	8778.00
3493	 2.11 	Ideal	G	VS2	EX	EX	GIA	26871.00
3494	 1.27 	Ideal	E	SI1	VG	VG	GIA	7806.00
3495	 0.90 	Good	E	VS2	EX	EX	GIA	4377.00
3496	 1.30 	Good	E	VVS2	G	EX	GIA	12967.00
3497	 2.01 	Very Good	G	VS2	EX	VG	GIA	23652.00
3498	 1.00 	Ideal	G	VVS2	EX	EX	GIA	9294.00
3499	 1.02 	Ideal	G	VVS2	EX	EX	GIA	7666.00
3500	 0.90 	Ideal	G	IF	ID	ID	AGSL	6645.00
3501	 1.20 	Ideal	H	SI1	VG	VG	GIA	6377.00
3502	 1.33 	Ideal	H	IF	VG	VG	GIA	9970.00
3503	 1.00 	Good	E	VVS1	EX	VG	GIA	8359.00
3504	 1.07 	Ideal	I	VVS1	EX	EX	GIA	6685.00
3505	 0.99 	Very Good	D	SI1	G	VG	GIA	5671.00
3506	 2.04 	Ideal	H	VS2	EX	EX	GIA	20060.00
3507	 1.54 	Ideal	G	VS1	VG	EX	GIA	14650.00
3508	 0.96 	Good	D	SI1	EX	VG	GIA	4693.00
3509	 2.16 	Very Good	G	VS2	G	G	GIA	26281.00
3510	 2.09 	Ideal	G	VS1	EX	EX	GIA	28683.00
3511	 1.50 	Very Good	H	VS2	G	G	GIA	9730.00
3512	 1.20 	Ideal	I	IF	VG	VG	GIA	7367.00
3513	 1.05 	Very Good	D	SI1	EX	G	GIA	5952.00
3514	 2.14 	Very Good	G	VS2	EX	EX	GIA	28705.00
3515	 0.75 	Very Good	F	VS1	G	VG	GIA	3220.00
3516	 1.10 	Signature-Ideal	H	SI1	EX	EX	GIA	6844.00
3517	 1.01 	Very Good	I	SI1	EX	EX	GIA	4189.00
3518	 2.04 	Ideal	D	VS2	EX	EX	GIA	28297.00
3519	 1.33 	Ideal	H	VVS2	EX	EX	GIA	10045.00
3520	 1.09 	Ideal	G	VS2	EX	EX	GIA	6905.00
3521	 1.24 	Ideal	G	VVS2	EX	EX	GIA	10507.00
3522	 0.91 	Good	E	SI1	G	G	GIA	3971.00
3523	 1.00 	Very Good	G	SI1	VG	VG	GIA	4925.00
3524	 1.07 	Ideal	E	VS2	VG	VG	GIA	7240.00
3525	 2.05 	Ideal	I	SI1	ID	ID	AGSL	16029.00
3526	 1.00 	Good	F	VS2	EX	VG	GIA	5935.00
3527	 2.02 	Very Good	G	VS2	EX	EX	GIA	24585.00
3528	 0.96 	Ideal	F	VVS2	EX	VG	GIA	8149.00
3529	 1.02 	Good	G	SI1	VG	G	GIA	4749.00
3530	 1.06 	Very Good	G	VS2	VG	G	GIA	6217.00
3531	 0.75 	Very Good	D	SI1	VG	EX	GIA	3085.00
3532	 1.12 	Ideal	I	VS2	EX	EX	GIA	5956.00
3533	 1.21 	Good	D	SI1	G	G	GIA	6727.00
3534	 2.03 	Ideal	F	VS1	VG	VG	GIA	31514.00
3535	 1.02 	Signature-Ideal	F	VS2	ID	ID	AGSL	8348.00
3536	 2.39 	Ideal	I	VS1	EX	EX	GIA	23818.00
3537	 1.15 	Good	H	SI1	VG	G	GIA	5005.00
3538	 1.12 	Ideal	E	VS1	EX	EX	GIA	8991.00
3539	 1.01 	Very Good	I	SI1	EX	EX	GIA	4759.00
3540	 0.76 	Ideal	E	VS1	EX	VG	GIA	3658.00
3541	 1.23 	Ideal	G	VVS2	ID	ID	AGSL	10560.00
3542	 1.19 	Very Good	D	VVS1	VG	VG	GIA	15767.00
3543	 1.16 	Ideal	F	VVS2	ID	ID	AGSL	10439.00
3544	 1.07 	Very Good	F	SI1	VG	VG	GIA	6061.00
3545	 1.13 	Ideal	D	VVS2	ID	ID	AGSL	12788.00
3546	 2.44 	Very Good	G	VS1	VG	VG	GIA	36761.00
3547	 1.01 	Very Good	F	VVS1	VG	EX	GIA	9474.00
3548	 1.33 	Ideal	E	VVS1	EX	VG	GIA	16733.00
3549	 1.02 	Very Good	F	SI1	VG	G	GIA	5268.00
3550	 0.90 	Good	F	SI1	EX	VG	GIA	3898.00
3551	 0.90 	Very Good	E	SI1	EX	EX	GIA	4315.00
3552	 0.76 	Fair	H	VVS2	G	G	AGSL	2699.00
3553	 2.02 	Ideal	H	VS2	EX	EX	GIA	19910.00
3554	 2.18 	Ideal	I	VS1	VG	EX	GIA	18880.00
3555	 1.01 	Good	G	SI1	G	G	GIA	4672.00
3556	 1.04 	Ideal	I	VS1	ID	ID	AGSL	5229.00
3557	 1.22 	Signature-Ideal	H	VS2	ID	ID	AGSL	8596.00
3558	 2.00 	Ideal	G	VS2	VG	EX	GIA	23503.00
3559	 2.45 	Good	G	VS2	G	VG	GIA	32335.00
3560	 1.02 	Ideal	G	SI1	EX	EX	GIA	5235.00
3561	 2.00 	Very Good	G	VS2	EX	EX	GIA	27025.00
3562	 2.20 	Ideal	F	VVS1	ID	ID	AGSL	41282.00
3563	 1.69 	Ideal	F	VS2	VG	VG	GIA	16789.00
3564	 0.82 	Ideal	E	SI1	VG	G	GIA	3373.00
3565	 1.24 	Ideal	I	VS2	VG	EX	GIA	6180.00
3566	 1.00 	Good	G	SI1	VG	G	GIA	4401.00
3567	 1.28 	Ideal	H	VVS2	EX	VG	GIA	9228.00
3568	 2.00 	Very Good	I	VVS1	VG	VG	GIA	19943.00
3569	 1.23 	Very Good	E	VVS2	G	VG	GIA	11175.00
3570	 2.01 	Good	G	SI1	EX	VG	GIA	17656.00
3571	 2.01 	Good	I	SI1	VG	G	GIA	14552.00
3572	 1.04 	Ideal	D	VVS1	EX	EX	GIA	13353.00
3573	 0.75 	Very Good	E	VVS2	G	VG	GIA	4005.00
3574	 1.74 	Good	G	VS1	VG	VG	GIA	16223.00
3575	 1.54 	Ideal	I	SI1	EX	EX	GIA	9942.00
3576	 1.01 	Ideal	G	VS2	VG	EX	GIA	7814.00
3577	 1.26 	Ideal	F	VS1	VG	EX	GIA	8773.00
3578	 2.24 	Ideal	F	VVS1	EX	EX	GIA	45857.00
3579	 1.13 	Ideal	F	VVS2	ID	ID	AGSL	10742.00
3580	 1.32 	Very Good	F	VS1	G	VG	GIA	10921.00
3581	 0.79 	Ideal	G	VVS2	ID	ID	AGSL	3877.00
3582	 1.72 	Ideal	G	VS2	VG	VG	GIA	17125.00
3583	 2.10 	Ideal	H	IF	EX	EX	GIA	28709.00
3584	 1.54 	Ideal	E	VVS2	EX	EX	GIA	20071.00
3585	 1.51 	Very Good	F	VS1	VG	VG	GIA	14673.00
3586	 2.01 	Very Good	F	SI1	EX	EX	GIA	19789.00
3587	 1.22 	Very Good	E	VS1	VG	VG	GIA	9706.00
3588	 1.51 	Ideal	H	VS2	VG	EX	GIA	10974.00
3589	 2.07 	Good	G	VS2	EX	VG	GIA	26842.00
3590	 2.16 	Very Good	I	VS1	EX	EX	AGSL	19642.00
3591	 1.50 	Good	E	SI1	G	VG	GIA	11554.00
3592	 1.07 	Ideal	G	VS2	EX	EX	GIA	7275.00
3593	 1.65 	Very Good	H	VS1	ID	ID	AGSL	11823.00
3594	 1.67 	Ideal	G	VS1	ID	ID	AGSL	16643.00
3595	 2.07 	Very Good	H	SI1	EX	VG	GIA	17893.00
3596	 0.90 	Very Good	G	VS1	VG	G	GIA	4515.00
3597	 2.00 	Good	G	SI1	VG	VG	GIA	17930.00
3598	 1.00 	Very Good	G	VS2	VG	G	GIA	5766.00
3599	 1.05 	Ideal	G	VVS1	EX	EX	GIA	8931.00
3600	 0.83 	Good	G	VS2	G	VG	AGSL	3195.00
3601	 1.02 	Very Good	G	SI1	EX	VG	GIA	4659.00
3602	 2.00 	Very Good	E	SI1	VG	VG	GIA	20867.00
3603	 1.29 	Ideal	D	IF	EX	EX	GIA	26069.00
3604	 2.16 	Ideal	H	VS2	EX	VG	GIA	21941.00
